req_id,slug,title,brand,employment_type,language,languages,tags,location_name,street_address,city,state,postal_code,country_code,full_location,latitude,longitude,apply_url,update_date,create_date,description
RC696949,RC696949,Tractor Trailer Driver,FedEx Express,FULL_TIME,en-us,,External Only,,2800 Earhart Court,Hebron,Kentucky,41048,US,"Hebron, Kentucky",39.08245489999999,-84.6647692,https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSACVGRT410482800-Earhart-Court/Tractor-Trailer-Driver_RC696949/apply,2024-02-02T07:07:43+0000,2024-02-02T07:07:41+0000,"Job Duties Drives tractor-trailer vehicle to designated locations and operate mechanized loading/unloading equipment. Performs other duties as assigned. Minimum Education High School Diploma/GED Minimum Experience Six (6) months FedEx Express experience preferred. Knowledge, Skills, and Abilities Ability to drive manual transmission preferred. Ability to operate mechanized loading/GSE. Ability to lift 50 lbs. Ability to maneuver packages of any weight above 50 Lbs with appropriate equipment and/or assistance from another person. Customer contact & package handling experience preferred. Good human relations & verbal communication skills. Neat appearance since customer contact is involved. Job Conditions FMCSA covered safety sensitive position. Medical exam required. Subject to regulatory alcohol & drug testing, which includes testing for marijuana, pcp, amphetamines, cocaine & opioids. Ability to work in a constant state of alertness and in a safe manner. Must obtain & maintain valid commercial driver’s license (CDL) & a hazardous materials endorsement (HME) for type of vehicle assigned & have good driving record as outlined in policy. Neat appearance since customer contact is required. Full time CDL and class A license required $24.25 pay per hour Swing Shift Must be able to pass a drug screen Must be able to pass a background check Must have resided in the United States for the past 3 years Selective Service is required for ALL MALES BORN AFTER 1959 Station location: Near Airport, Hebron KY 41048 FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE"
RC696252,RC696252,Sr Global Vehicle Technician/NON-DOT,FedEx Express,FULL_TIME,en-us,,Internal and External,,2130 Baldwin Avenue,Crofton,Maryland,21114,US,"Crofton, Maryland",38.9902118,-76.6937851,https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSAADWA211142130-Baldwin-Avenue/Sr-Global-Vehicle-Technician-NON-DOT_RC696252/apply,2024-02-02T07:07:43+0000,2024-02-02T07:07:41+0000,"Provides timely, quality maintenance for FedEx vehicle fleet and ground support equipment which requires preventative maintenance, troubleshooting, repairs, modifications, and documentation. Documents work and maintains adequate inventory using FedEx computer systems. Ensures work is in accordance with OSHA and DOT standards. Guides and supports a staff of technicians and trainees. Performs other duties as assigned. Minimum Education High school diploma/GED. Vocational training from an accredited automotive-related vocational school preferred. ASE Master certification preferred. Minimum Experience Four (4) years fleet, automotive or truck vehicle advanced technical repair and maintenance experience. Experience with welding and basic D.C. electrical troubleshooting preferred. Knowledge, Skills, and Abilities Knowledge of the use and operation of all equipment and testing equipment, gauges and tools normally associated with the troubleshooting and repair of hydraulic, gasoline, diesel, electric, and/or hybrid motorized equipment. Proficient skills in operating a personal computer. Demonstration of teamwork and interpersonal skills. Job Conditions Possession of basic set of automotive hand tools including metric sizes. Must be able to lift 50 pounds and maneuver any weight above 50 pounds with assistance on a regular basis. Ability to work without supervision for extended time periods. Must be able to work in noisy, non air-conditioned/heated work area. Ability to work in a constant state of alertness and in a safe manner. Must be willing to work any shift. Must possess a valid driver's license in state of residence. Non-Covered Safety Sensitive position. To be eligible for consideration, you must APPLY and UPLOAD a copy of your resume. FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE"
RC696868,RC696868,Delivery Driver,FedEx Express,FULL_TIME,en-us,,,,13342 Lakefront Drive,Earth City,Missouri,63045,US,"Earth City, Missouri",38.7698131,-90.4539126,https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSAALNA6304513342-Lakefront-Drive/Delivery-Driver_RC696868/apply,2024-02-02T07:07:43+0000,2024-02-02T07:07:41+0000,"Shift: TUESDAY - SATURDAY 1000 - 1900 and SATURDAY 0700 - 1500 Guaranteed Hours Job Duties Driver / operator of company vehicles. Provides courteous and efficient delivery and pick-up of packages. Checks shipments for conformance to FedEx features of service and provides related customer service functions. Performs other duties as assigned. Minimum Education High school diploma/GED. Must be licensed for type of vehicle assigned. Knowledge, Skills and Abilities Ability to lift 50 lbs. Ability to maneuver packages of any weight above 50 lbs. with appropriate equipment and/or assistance from another person. Good human relations and verbal communication skills. Neat appearance since customer contact is required. Must meet qualifications as outlined in section 391 of the Federal Motor Carrier safety regulations. Requires medical exam in accordance with FHWA or FAA regulations. Non-covered safety-sensitive position. Medical exam required. Ability to work in a constant state of alertness and in a safe manner. Tuesday-Saturday: 10am-7pm Sat 7am-3pm may work pm sort $20.22 HR/ PLUS BENEFITS FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE"
RC697829,RC697829,Service Center Support,FedEx Freight,FULL_TIME,en-us,,FXFOS,,111 N Cloverdale Rd,Boise,Idaho,83713-8904,US,"Boise, Idaho",43.607268,-116.3357755,https://fedex.wd1.myworkdayjobs.com/en-us/FXF_External_Career_Site/job/FXF-USUSAFXFBSEBoise/Service-Center-Support_RC697829-1/apply,2024-02-02T07:07:39+0000,2024-02-02T07:07:37+0000,"Starting Rate of Pay: $21.37 / hour POSITION OVERVIEW: Responsible for handling the needs of customers, processing documentation that accompanies the movement of freight, and performing other administrative and customer service duties as necessary in the daily operation of the service center. ESSENTIAL JOB DUTIES/RESPONSIBILITIES: 1. Perform administrative/clerical functions, including but not limited to, maintaining files, copying, imaging, answering phones, data entry, sorting/ distributing mail and/or packages 2. Verify and complete required documentation and reports 3. Provide accurate information and assistance to customers, which includes determining pick-up and/or delivery needs, problem resolution, updating systems to meet customer special handling requirements, selling company services and provide potential leads to sales 4. Enter freight shipment information into computer system to include, but not limited to, accurately status shipments, generate freight bills and/or correct freight bills, etc. 5. Administer freight pick-up process, as required 6. Assist customers via phone, e-mail and/or fax in all inquiries, including but not limited to, tracing shipments, rate quotes, tariff discrepancies, billing and/or invoicing questions, etc. 7. Make freight delivery appointments, as required 8. Review drivers’ Hours-of-Service logs to ensure accuracy, as required; report discrepancies to appropriate leadership member 9. Assist city operations, including but not limited to, checking-in drivers and processing related documentation, coordinating drop-off situations, coordinating driver collections, etc. 10. Communicate with sales, operations and other service centers and/or departments to ensure customer’s needs are achieved and all issues are resolved 11. Reconcile cash and checks collected, prepare deposits and prepare COD check remittance to customers, as required 12. Comply with all applicable laws/regulations, as well as company policies/procedures 13. Perform other duties as required Disclaimer: This job description is general in nature and is not designed to contain or to be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job. QUALIFICATIONS: • High school diploma or GED • Two years general office experience preferred • One year customer service experience, preferred • Previous transportation experience preferred • Strong phone and interpersonal skills • Ability to count and perform basic math, with or without a calculator • Strong written and verbal communication skills • Ability to comprehend the various FedEx service products to assist in determining customers’ needs • Ability to use general office equipment, e.g. computer, fax machine, copier, scanner, etc • Typing/data entry skills • Ten-key skills preferred • PC experience with the ability to learn required computer systems/programs • Demonstrated time management, organizational and multi-tasking skills • Ability to handle confidential information • Ability to follow instructions and complete required training • Ability to work independently and/or as a team member • Ability to work in a fast-paced team environment WORKING CONDITIONS: • Office/dock environment • Fast-paced; deadline oriented • Hours may vary due to operational needs FedEx Freight is an Equal Opportunity Employer, including disabled and veterans. If you have a disability and you need assistance in order to apply for a position with FedEx Freight, please call 800-888-8252 or e-mail at ADAAssistance@freight.fedex.com. FedEx Freight will not discharge or in any other manner discriminate against any employee or applicant for employment because such employee or applicant has inquired about, discussed, or disclosed the compensation of the employee or applicant or another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information."
RC697149,RC697149,Sr Global Vehicle Technician/DOT/CDL (Mechanic),FedEx Express,FULL_TIME,en-us,,,,5700 S Portland Ave,Oklahoma City,Oklahoma,73119,US,"Oklahoma City, Oklahoma",35.4083131,-97.58245409999999,https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSAOKCA731195700-S-Portland-Ave/Sr-Global-Vehicle-Technician-DOT-CDL--Mechanic-_RC697149-1/apply,2024-02-02T07:07:39+0000,2024-02-02T07:07:37+0000,"Provides timely, quality maintenance for FedEx vehicle fleet and ground support equipment which requires preventative maintenance, troubleshooting, repairs, modifications, and documentation. Documents work and maintains adequate inventory using FedEx computer systems. Ensures work is in accordance with OSHA and DOT standards. Guides and supports a staff of technicians and trainees. Performs other duties as assigned. Minimum Education High school diploma/GED. Vocational training from an accredited automotive-related vocational school preferred. ASE Master certification preferred. Minimum Experience Four (4) years fleet, automotive or truck vehicle advanced technical repair and maintenance experience. Knowledge, Skills, and Abilities Knowledge of the use and operation of all equipment and testing equipment, gauges and tools normally associated with the troubleshooting and repair of hydraulic, gasoline, diesel, electric, and/or hybrid motorized equipment. Proficient skills in operating a personal computer. Demonstration of teamwork and interpersonal skills. Job Conditions Possession of basic set of automotive hand tools including metric sizes. Must be able to lift 50 pounds and maneuver any weight above 50 pounds with assistance on a regular basis. Ability to work without supervision for extended time periods. Must be able to work in noisy, non air-conditioned/heated work area. Ability to work in a constant state of alertness and in a safe manner. Must be willing to work any shift. Must possess a valid driver's license in state of residence. Must meet qualifications as outlined in section 391 of the federal motor carrier safety regulations. Medical exam required. FMCSA-covered safety sensitive position. Subject to regulatory alcohol & drug testing, which includes testing for marijuana, PCP, amphetamines, cocaine & opioids. Non-Covered Safety Sensitive position. To be eligible for consideration, you must APPLY and UPLOAD your resume. FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE"
RC694987,RC694987,LM016: Operations Handler,FedEx Express LAC,FULL_TIME,en-us,,Internal and External,,Calzada Guerrero 1025 Bodega 1,Tuxtla Gutierrez,Chiapas,29110,MX,"Tuxtla Gutierrez, Mexico",16.7630824,-93.1537961,https://fedex.wd1.myworkdayjobs.com/en-us/FXE-LAC_External_Career_Site/job/FXE-LACMXTGZATGZA-Tuxtla/LM016--Operations-Handler_RC694987/apply,,2024-02-02T07:07:40+0000,"Involves handling packages within an operation including manual handling, sort activities, screening an completing any related administration or paperwork. General job description: Under general supervision performs the following activities: • Provides efficient and safe delivery and pickup of packages. • Checks packages to ensure that proper labeling, legality of content including weight and size, proper wrapping, insurance values, and special requirements for hazardous material shipments • Provides necessary paperwork relating to the pickup and delivery of packages, such as airway bills, delivery records, vehicle condition, etc. with neatness and accuracy. • Seeks additional business from current customers, if unsuccessful, passes lead to Sales Manager. • Informs Station Ops. Manager and Sales of changes in customer/competitor efforts • Loads and unloads company aircraft and vehicles in a safe manner. • Audits size and weight of packages and boxes and sorts. • Ensures the use of safety equipment and full compliance with FedEx safety policies, procedures, norms, rules and practices. • Operates company vehicles in a safe and secure manner and performs basic maintenance (clean, washing, tire pressure, etc.) • May be required to perform other duties as assigned. Minimum Requirements Minimum education • Middle School degree/Equivalent preferred • Valid Drivers License and good driving record • Basic English Skills Minimum Experience • Experience operating ramp and warehouse equipment preferred • Ability to lift 70 lbs and to maneuver packages weighing up to 150 lbs with appropriate equipment • Must be able to work variable shifts • General vehicle maintenance a plus and power and hand tools experience preferred • Must be able to successfully complete Reading, Map Reading, Sorting, and Math sections of the Basic Skills Test. • Accuracy & Attention to Detail • Planning & Organizing Skills • Problem Solving Skills • Team Working Skills Welcome to FedEx Express Latin America and Caribbean Division Employment Opportunities Site! FedEx is widely acknowledged as a world-class company. We are honored and proud to be consistently recognized as a great place to work, a technology innovator and one of the world’s most admired and respected companies. FedEx is consistently named among the World’s most valuable and admired brands. Some of our recent awards include: 2020 Fortune’s World Most Admired Companies (14th) 2019 Fortune’s Best Places to Work (15th) 2019 Forbes’s One of the “Best Employers for Diversity” 2020 FedEx LAC included in the GPTW’s Best Workplaces in Latin America Ranking (24th) 2021 FedEx Mexico was included in the GPTW Ranking for 18th consecutive years 2020 FedEx Mexico received the CEMEFI Certification for 13th consecutive years endorsing FedEx as a company socially responsible 2021 FedEx Chile was re-certified with Giro Limpio, a seal from the Agency of Sustainable Energy that seeks to improve the energy efficiency of the ground transportation sector, by reducing fuel consumption and greenhouse gas emissions. 2019 FedEx Uruguay selected by GPTW among the 5 best companies to work for."
RC696897,RC696897,PHXRP Warehouse Package Handler,FedEx Express,PART_TIME,en-us,,External Only,,3002 E Old Tower Rd,Phoenix,Arizona,85034,US,"Phoenix, Arizona",33.4235063,-112.0157728,https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSAPHXR850343002-E-Old-Tower-Rd/PHXRP-Warehouse-Package-Handler_RC696897/apply,,2024-02-02T07:07:40+0000,"Job Duties Provides movement of packages, documents, dangerous goods and/or supply support in a timely, safe and efficient manner through effective scan/load methods. This is a non-driving position (public roadways). Minimum Education None Minimum Experience None Knowledge, Skills and Abilities Able to lift 50 lbs and to maneuver packages of any weight above 50 lbs. using appropriate equipment and/or assistance from another person. Able to successfully complete all basic and re-currency training. The ability to communicate both timely and effectively, in a noisy operations environment, is required. Job Conditions Non-covered safety sensitive position. Ability to work in a constant state of alertness and in a safe manner. Candidate must be able to obtain an airport SIDA and USPS Clearance. Shift will be Tuesday to Saturday with the following hours: Tuesday – Saturday: 1600-2300 $17.25/hr Start and end times listed may change based on the needs of the company. FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE"
RC697467,RC697467,Warehouse Package Handler,FedEx Express,PART_TIME,en-us,,,,2800 Earhart Ct,Hebron,Kentucky,41048,US,"Hebron, Kentucky",39.08245489999999,-84.6647692,https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSALUKA410482800-Earhart-Ct/Warehouse-Package-Handler_RC697467/apply,,2024-02-02T07:07:41+0000,"Shift: Monday - Friday 05:30pm - 09:30pm Guaranteed Hours Job Duties Provides movement of packages, documents, dangerous goods and/or supply support in a timely, safe and efficient manner through effective scan/load methods. This is a non-driving position (public roadways). Performs other duties as assigned. Minimum Education None Minimum Experience None Knowledge, Skills and Abilities Able to lift 50 lbs. without assistance from the ground to chest level and ability to maneuver packages of any weight above 50 lbs. using appropriate equipment and/or assistance from another person. Able to walk and stand for designated work hours. Able to bend and squat for designated work hours. Able to maneuver packages above shoulder level. Ability to maneuver packages in enclosed spaces and stack packages above one’s head if required at location. Able to work in all weather conditions if required at work location. Able to climb stairs and ladders if required at work location. Able to successfully complete all basic and re-currency training. The ability to communicate both timely and effectively, in a noisy operations environment, is required. Job Conditions Non-covered safety sensitive position. Ability to work in a constant state of alertness and in a safe manner. Shift: Monday - Friday 05:30pm - 09:30pm FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE"
RC697189,RC697189,City Driver,FedEx Freight,FULL_TIME,en-us,,FXFDR,,3302 American Road,Rockford,Illinois,61109,US,"Rockford, Illinois",42.2266827,-89.01158459999999,https://fedex.wd1.myworkdayjobs.com/en-us/FXF_External_Career_Site/job/FXF-USUSAFXFRFDRockford/City-Driver_RC697189-1/apply,2024-02-02T07:07:39+0000,2024-02-02T07:07:37+0000,"Starting Rate of Pay: $29.47 / hour POSITION OVERVIEW: Pick up and deliver freight between Service Centers and customers and support the selling process. ESSENTIAL JOB DUTIES/RESPONSIBILITIES: 1. Operate tractor-trailer combination, including doubles (and triples, where applicable) and/or straight trucks 2. Perform daily pre-trip and safety inspections on equipment 3. Hook/unhook trailers and converter dollies to/from a tractor and/or trailer 4. Perform freight handling using appropriate motorized and manual equipment, including but not limited to: forklift, pallet jack and hand truck 5. Secure freight inside trailers using appropriate tools and supplies, including but not limited to: pallets, straps and rope 6. Recoup/repair damaged freight when necessary 7. Verify and complete required documentation and reports 8. Comply with hazardous material regulations and procedures 9. Collect cash or checks for freight charges, as required, and maintain required documentation 10. Follow dispatch instructions and communicate with dispatch as required, including but not limited to: delays, arrivals and equipment problems 11. Communicate with customers to determine pick-up or delivery needs and solicit additional business 12. Demonstrate internal and external customer service 13. Ask for additional business from customers, and provide leads to sales for potential new opportunities 14. May be required to perform chaining of vehicle tires 15. May be required to perform job duties of a road driver or a dock employee where operationally necessary 16. Comply with all applicable laws/regulations, as well as company policies/procedures 17. Perform other duties as required Disclaimer: This job description is general in nature and is not designed to contain or to be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job. QUALIFICATIONS: • Must possess a class A Commercial Driver’s License (CDL) with double/triple, hazardous materials and tank endorsements.* Automatic transmission CDL restriction allowed. • Must possess one (1) year experience within most recent three (3) years or successful completion of FedEx Freight Driver Development Course • Must possess acceptable Motor Vehicle Record (MVR) based on hiring standards • Must meet all Department of Transportation (DOT) regulatory requirements under section 391 of the Federal Motor Carrier (FMC) regulations • Long combination vehicles (LCV) (i.e. Triple Trailers, Rocky Mountain Doubles, and Turnpike Doubles) are operated in the states of AZ, CO, FL, ID, IN, KS, MT, ND, NV, OH, OK, OR, SD and UT. LCV Drivers in these states must meet the Long Combination Vehicles (LCV) Qualification and Certification Minimum Standards • Ability to count and perform basic math, with or without a calculator • Basic written and verbal communication skills (documentation, communication with peers, supervisors, etc.) • Ability to lift/carry hand freight weighing up to 100 pounds several times a week. • Ability to sit for extended periods of time, bend, twist, squat, climb in and out of truck • Ability to follow instructions and complete required training • Ability to work independently and/or as a team member WORKING CONDITIONS: • Drive throughout shift on all types of roads and in all types of weather • Exposure to noise and vibration • Exposure to dust and diesel fumes • Exposure to hazardous materials shipped and packaged under DOT regulations • Hours may vary due to operational need *The Hazardous Materials endorsement must be obtained within 120 days of offer acceptance. An employee will not be allowed to drive a commercial motor vehicle without this endorsement. Additional Information Salary Range Estimate: Hourly: $29.47 - $34.11 This compensation range is provided as a reasonable estimate of the current starting salary range for this role. Factors that may be used to determine your actual salary may include your specific skills, your work location, how many years of experience you have, and comparison to other employees already in this role. Employee Benefits: Medical, Dental & Vision Plans, Employee Assistance Program, Personal/Sick Paid time, Educational Assistance Program, 401(k) Retirement Savings Plan, FedEx Shipping Discount, Vacation (Full Time, Non-Temporary Only), Adoption Assistance Benefit, Lifecare & Lifemart Discount Center. FedEx Freight is an Equal Opportunity Employer, including disabled and veterans. If you have a disability and you need assistance in order to apply for a position with FedEx Freight, please call 800-888-8252 or e-mail at ADAAssistance@freight.fedex.com. FedEx Freight will not discharge or in any other manner discriminate against any employee or applicant for employment because such employee or applicant has inquired about, discussed, or disclosed the compensation of the employee or applicant or another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information."
408754BR,25736-609927,Package Handler- Switcher FT,FedEx Ground,FULL_TIME,en-us,,groundcareers,,1725 Charles Willard Street,Carson,California,90746,US,"Carson, California",33.8661872,-118.2370153,https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=25736&siteid=5029&jobid=609927,2024-02-01T23:51:13+0000,2024-02-01T23:51:11+0000,"Job Summary Responsible for the movement of trailers to and from the unload / load doors and throughout the yard. May also be responsible for the physical loading, unloading and/or sorting of packages by hand, including lifting, pushing, pulling, carrying and placing, in a safe and efficient manner. Essential Functions • Performs trailer switches defined as hooking and moving a parked trailer from the yard to a load/unload door or hooking and moving a trailer from a door to the yard. • Communicates with management and/or central control to coordinate trailer movements in the yard. • Documents trailer moves using the Yard Management System (where available) or switcher cards. • Performs pre- and post-trip inspections on switcher equipment. • Understands and demonstrates effective yard switching safety processes and procedures. In addition to the above essential functions, Switchers may also be required to perform Package Handler essential functions as follows: • Utilizes “hand-to-surface” methods for all package handling. • Loads and unloads packages onto or from delivery vehicles, trailers, conveyor system carts and load gratings. • Lifts, carries, pushes and pulls packages on a continuous and repetitive basis for approximate shifts of two to four hours. • Determines the appropriate conveyor system by scanning packages, reading labels and charts, verifying numbers and memorizing information and sorts packages accordingly. Minimum Education None Minimum Experience No experience required; six (6) months of experience as a package handler or switching/CDL operator experience preferred. Required Skills, Abilities and / or Licensure •Must have a valid driver’s license and maintain a Department of Transportation (DOT) file. •Ability to understand and follow instruction regarding work duties and safety methods. • Ability to discern numbers and information in order to sort packages correctly. •Ability to use basic tools and equipment such as skate wheel rollers, dock carts, hand-held scanners, chutes and unloading devices. •Strong communication and interpersonal skills; ability to work well in a fast-paced team environment. Other Job Description Information $22.50/hour (evening) and $23.00/hour (morning)Address: 1725 Charles Willard Street City: Carson State: California Zip Code: 90746 Domicile Location: FXG-US/USA/P905/Carson Colocation Auto req ID: 408754BR Position Type: Full time Employee Type: Non-Exempt EEO Statement FedEx Ground is an equal opportunity / affirmative action employer (Minorities/Females/Disability/Veterans) committed to a diverse workforceSearch Engine Description: Supply Chain & Logistics Transportation Services Warehouse & Distribution"
